Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label,FileName
1722,3.148387,3.106452,3.096774,2.890322,3.103226,3.074193,17028.07,13161.0,12495.24,5785.195,12931.8,11163.71,tiptoe,tiptoe_08_Xie.csv
1739,3.135484,3.141935,3.106452,2.858064,3.1,3.106452,15628.23,16299.58,13161.0,5303.065,12710.0,13161.0,tiptoe,tiptoe_08_Xie.csv
1756,3.083871,3.148387,3.148387,2.851613,3.083871,3.083871,11700.3,17028.07,17028.07,5214.963,11700.3,11700.3,tiptoe,tiptoe_08_Xie.csv
1773,3.093548,3.096774,3.093548,2.841935,3.125806,3.070968,12287.18,12495.24,12287.18,5087.464,14714.44,10994.93,tiptoe,tiptoe_08_Xie.csv
1790,3.135484,3.151613,3.093548,2.874193,3.1,2.983871,15628.23,17416.07,12287.18,5534.999,12710.0,7739.797,tiptoe,tiptoe_08_Xie.csv
1807,3.093548,3.119355,3.093548,2.867742,3.109677,3.006452,12287.18,14159.64,12287.18,5440.148,13397.96,8398.242,tiptoe,tiptoe_08_Xie.csv
1824,3.13871,3.087097,3.106452,2.9,3.074193,2.970968,15957.19,11890.0,13161.0,5944.999,11163.71,7404.12,tiptoe,tiptoe_08_Xie.csv
1841,3.116129,3.141935,3.13871,2.854839,3.112903,2.987097,13896.84,16299.58,15957.19,5258.695,13643.1,7828.042,tiptoe,tiptoe_08_Xie.csv
1858,3.093548,3.116129,3.103226,2.845161,3.1,2.987097,12287.18,13896.84,12931.8,5129.361,12710.0,7828.042,tiptoe,tiptoe_08_Xie.csv
1875,3.087097,3.1,3.132258,2.912903,3.093548,2.993548,11890.0,12710.0,15311.92,6170.498,12287.18,8010.107,tiptoe,tiptoe_08_Xie.csv
1892,3.090322,3.083871,3.170968,2.867742,3.083871,2.967742,12085.54,11700.3,20151.48,5440.148,11700.3,7324.274,tiptoe,tiptoe_08_Xie.csv
1909,3.080645,3.103226,3.119355,2.903226,3.122581,2.967742,11516.17,12931.8,14159.64,5999.998,14431.99,7324.274,tiptoe,tiptoe_08_Xie.csv
1926,3.093548,3.103226,3.109677,2.835484,3.106452,2.977419,12287.18,12931.8,13397.96,5005.416,13161.0,7568.602,tiptoe,tiptoe_08_Xie.csv
1944,3.135484,3.129032,3.164516,2.874193,3.167742,3.035484,15628.23,15007.54,19152.84,5534.999,19639.98,9410.0,tiptoe,tiptoe_08_Xie.csv
1961,3.1,3.080645,3.093548,2.880645,3.109677,3.032258,12710.0,11516.17,12287.18,5632.768,13397.96,9286.748,tiptoe,tiptoe_08_Xie.csv
1978,3.125806,3.077419,3.090322,2.854839,3.093548,2.990323,14714.44,11337.39,12085.54,5258.695,12287.18,7918.126,tiptoe,tiptoe_08_Xie.csv
1995,3.080645,3.112903,3.119355,2.86129,3.093548,2.987097,11516.17,13643.1,14159.64,5348.087,12287.18,7828.042,tiptoe,tiptoe_08_Xie.csv
2012,3.093548,3.1,3.13871,2.854839,3.13871,2.993548,12287.18,12710.0,15957.19,5258.695,15957.19,8010.107,tiptoe,tiptoe_08_Xie.csv
2029,3.129032,3.141935,3.090322,2.903226,3.093548,2.977419,15007.54,16299.58,12085.54,5999.998,12287.18,7568.602,tiptoe,tiptoe_08_Xie.csv
2046,3.119355,3.074193,3.093548,2.858064,3.096774,2.967742,14159.64,11163.71,12287.18,5303.065,12495.24,7324.274,tiptoe,tiptoe_08_Xie.csv
2063,3.103226,3.148387,3.090322,2.848387,3.103226,2.96129,12931.8,17028.07,12085.54,5171.856,12931.8,7169.145,tiptoe,tiptoe_08_Xie.csv
2081,3.151613,3.106452,3.103226,2.867742,3.116129,2.987097,17416.07,13161.0,12931.8,5440.148,13896.84,7828.042,tiptoe,tiptoe_08_Xie.csv
2098,3.109677,3.135484,3.158064,2.906451,3.135484,2.964516,13397.96,15628.23,18244.99,6055.899,15628.23,7245.964,tiptoe,tiptoe_08_Xie.csv
2115,3.106452,3.122581,3.129032,2.864516,3.1,2.970968,13161.0,14431.99,15007.54,5393.777,12710.0,7404.12,tiptoe,tiptoe_08_Xie.csv
2132,3.129032,3.151613,3.122581,2.9,3.125806,2.977419,15007.54,17416.07,14431.99,5944.999,14714.44,7568.602,tiptoe,tiptoe_08_Xie.csv
2149,3.087097,3.119355,3.106452,2.848387,3.096774,3.064516,11890.0,14159.64,13161.0,5171.856,12495.24,10671.23,tiptoe,tiptoe_08_Xie.csv
2166,3.132258,3.164516,3.122581,2.848387,3.090322,3.070968,15311.92,19152.84,14431.99,5171.856,12085.54,10994.93,tiptoe,tiptoe_08_Xie.csv
2183,3.093548,3.148387,3.103226,2.851613,3.103226,3.074193,12287.18,17028.07,12931.8,5214.963,12931.8,11163.71,tiptoe,tiptoe_08_Xie.csv
2200,3.074193,3.090322,3.090322,2.877419,3.158064,3.096774,11163.71,12085.54,12085.54,5583.51,18244.99,12495.24,tiptoe,tiptoe_08_Xie.csv
2218,3.093548,3.109677,3.112903,2.851613,3.119355,3.064516,12287.18,13397.96,13643.1,5214.963,14159.64,10671.23,tiptoe,tiptoe_08_Xie.csv
2235,3.109677,3.129032,3.116129,2.845161,3.1,3.058064,13397.96,15007.54,13896.84,5129.361,12710.0,10364.8,tiptoe,tiptoe_08_Xie.csv
2252,3.151613,3.135484,3.1,2.890322,3.109677,3.077419,17416.07,15628.23,12710.0,5785.195,13397.96,11337.39,tiptoe,tiptoe_08_Xie.csv
2269,3.154839,3.090322,3.145161,2.829032,3.129032,3.096774,17821.32,12085.54,16656.24,4925.616,15007.54,12495.24,tiptoe,tiptoe_08_Xie.csv
2286,3.1,3.122581,3.103226,2.841935,3.16129,3.116129,12710.0,14431.99,12931.8,5087.464,18688.36,13896.84,tiptoe,tiptoe_08_Xie.csv
2303,3.096774,3.093548,3.096774,2.867742,3.093548,3.06129,12495.24,12287.18,12495.24,5440.148,12287.18,10515.95,tiptoe,tiptoe_08_Xie.csv
2320,3.087097,3.093548,3.106452,2.896774,3.129032,3.067742,11890.0,12287.18,13161.0,5890.878,15007.54,10830.83,tiptoe,tiptoe_08_Xie.csv
2338,3.148387,3.080645,3.093548,2.893548,3.096774,3.058064,17028.07,11516.17,12287.18,5837.618,12495.24,10364.8,tiptoe,tiptoe_08_Xie.csv
2355,3.106452,3.112903,3.132258,2.835484,3.106452,3.051613,13161.0,13643.1,15311.92,5005.416,13161.0,10074.29,tiptoe,tiptoe_08_Xie.csv
2372,3.116129,3.119355,3.116129,2.848387,3.122581,2.970968,13896.84,14159.64,13896.84,5171.856,14431.99,7404.12,tiptoe,tiptoe_08_Xie.csv
2389,3.125806,3.083871,3.093548,2.848387,3.145161,3.045161,14714.44,11700.3,12287.18,5171.856,16656.24,9798.481,tiptoe,tiptoe_08_Xie.csv
2408,3.103226,3.122581,3.129032,2.845161,3.129032,3.125806,12931.8,14431.99,15007.54,5129.361,15007.54,14714.44,tiptoe,tiptoe_08_Xie.csv
2425,3.125806,3.1,3.112903,2.845161,3.096774,3.045161,14714.44,12710.0,13643.1,5129.361,12495.24,9798.481,tiptoe,tiptoe_08_Xie.csv
2442,3.141935,3.106452,3.106452,2.903226,3.096774,3.006452,16299.58,13161.0,13161.0,5999.998,12495.24,8398.242,tiptoe,tiptoe_08_Xie.csv
2459,3.132258,3.103226,3.1,2.887097,3.16129,3.012903,15311.92,12931.8,12710.0,5733.592,18688.36,8605.394,tiptoe,tiptoe_08_Xie.csv
2476,3.119355,3.141935,3.148387,2.870968,3.109677,3.064516,14159.64,16299.58,17028.07,5487.217,13397.96,10671.23,tiptoe,tiptoe_08_Xie.csv
2494,3.141935,3.090322,3.080645,2.874193,3.158064,3.103226,16299.58,12085.54,11516.17,5534.999,18244.99,12931.8,tiptoe,tiptoe_08_Xie.csv
2511,3.135484,3.125806,1.283871,2.870968,3.16129,3.112903,15628.23,14714.44,522.176,5487.217,18688.36,13643.1,tiptoe,tiptoe_08_Xie.csv
2528,3.141935,3.119355,1.012903,2.9,3.167742,3.077419,16299.58,14159.64,363.1594,5944.999,19639.98,11337.39,tiptoe,tiptoe_08_Xie.csv
2545,3.170968,3.112903,1.048387,2.903226,3.132258,3.116129,20151.48,13643.1,381.8051,5999.998,15311.92,13896.84,tiptoe,tiptoe_08_Xie.csv
2562,3.183871,3.109677,1.196774,2.880645,3.151613,3.109677,22481.69,13397.96,466.5951,5632.768,17416.07,13397.96,tiptoe,tiptoe_08_Xie.csv
2579,3.109677,3.158064,1.290323,2.9,3.112903,3.074193,13397.96,18244.99,526.4847,5944.999,13643.1,11163.71,tiptoe,tiptoe_08_Xie.csv
2596,3.125806,3.096774,1.425806,2.887097,3.122581,3.087097,14714.44,12495.24,623.821,5733.592,14431.99,11890.0,tiptoe,tiptoe_08_Xie.csv
2613,3.167742,3.154839,1.164516,2.845161,3.116129,3.083871,19639.98,17821.32,447.1601,5129.361,13896.84,11700.3,tiptoe,tiptoe_08_Xie.csv
2630,3.106452,3.083871,1.219355,2.9,3.16129,3.067742,13161.0,11700.3,480.5582,5944.999,18688.36,10830.83,tiptoe,tiptoe_08_Xie.csv
2647,3.119355,3.158064,1.183871,2.883871,3.129032,3.093548,14159.64,18244.99,458.75,5682.79,15007.54,12287.18,tiptoe,tiptoe_08_Xie.csv
2664,3.109677,3.093548,1.474194,2.896774,3.119355,3.077419,13397.96,12287.18,662.0848,5890.878,14159.64,11337.39,tiptoe,tiptoe_08_Xie.csv
2681,3.1,3.1,1.56129,2.890322,3.103226,3.067742,12710.0,12710.0,736.3265,5785.195,12931.8,10830.83,tiptoe,tiptoe_08_Xie.csv
2698,3.170968,3.125806,1.196774,2.896774,3.170968,3.096774,20151.48,14714.44,466.5951,5890.878,20151.48,12495.24,tiptoe,tiptoe_08_Xie.csv
2715,3.106452,3.096774,1.470968,2.851613,3.119355,3.145161,13161.0,12495.24,659.4709,5214.963,14159.64,16656.24,tiptoe,tiptoe_08_Xie.csv
2733,3.116129,3.096774,1.109677,2.912903,3.132258,3.132258,13896.84,12495.24,415.4345,6170.498,15311.92,15311.92,tiptoe,tiptoe_08_Xie.csv
2750,3.116129,3.112903,1.303226,2.9,3.129032,3.122581,13896.84,13643.1,535.1857,5944.999,15007.54,14431.99,tiptoe,tiptoe_08_Xie.csv
2767,3.145161,3.141935,1.145161,2.867742,3.122581,3.13871,16656.24,16299.58,435.7785,5440.148,14431.99,15957.19,tiptoe,tiptoe_08_Xie.csv
2784,3.096774,3.125806,0.916129,2.906451,3.148387,3.087097,12495.24,14714.44,315.1285,6055.899,17028.07,11890.0,tiptoe,tiptoe_08_Xie.csv
2801,3.122581,3.093548,1.112903,2.867742,3.116129,3.154839,14431.99,12287.18,417.2567,5440.148,13896.84,17821.32,tiptoe,tiptoe_08_Xie.csv
2818,3.132258,3.103226,1.303226,2.854839,3.183871,3.112903,15311.92,12931.8,535.1857,5258.695,22481.69,13643.1,tiptoe,tiptoe_08_Xie.csv
2836,3.122581,3.135484,1.245161,2.864516,3.112903,3.132258,14431.99,15628.23,496.8917,5393.777,13643.1,15311.92,tiptoe,tiptoe_08_Xie.csv
2853,3.13871,3.083871,1.329032,2.851613,3.13871,3.080645,15957.19,11700.3,552.9296,5214.963,15957.19,11516.17,tiptoe,tiptoe_08_Xie.csv
2870,3.129032,3.090322,1.306452,2.896774,3.112903,3.148387,15007.54,12085.54,537.3786,5890.878,13643.1,17028.07,tiptoe,tiptoe_08_Xie.csv
2887,3.1,3.158064,1.425806,2.906451,3.132258,3.141935,12710.0,18244.99,623.821,6055.899,15311.92,16299.58,tiptoe,tiptoe_08_Xie.csv
2904,3.151613,3.106452,1.535484,2.9,3.164516,3.125806,17416.07,13161.0,713.5649,5944.999,19152.84,14714.44,tiptoe,tiptoe_08_Xie.csv
2921,3.1,3.103226,1.535484,2.864516,3.112903,3.080645,12710.0,12931.8,713.5649,5393.777,13643.1,11516.17,tiptoe,tiptoe_08_Xie.csv
2938,3.16129,3.125806,1.541935,2.906451,3.122581,3.083871,18688.36,14714.44,719.1927,6055.899,14431.99,11700.3,tiptoe,tiptoe_08_Xie.csv
2955,3.109677,3.148387,1.577419,2.880645,3.119355,3.083871,13397.96,17028.07,750.8989,5632.768,14159.64,11700.3,tiptoe,tiptoe_08_Xie.csv
2972,3.122581,3.093548,1.567742,2.883871,3.109677,3.087097,14431.99,12287.18,742.1229,5682.79,13397.96,11890.0,tiptoe,tiptoe_08_Xie.csv
2989,3.1,3.109677,1.548387,2.858064,3.129032,3.103226,12710.0,13397.96,724.8619,5303.065,15007.54,12931.8,tiptoe,tiptoe_08_Xie.csv
3006,3.112903,3.122581,1.464516,2.864516,3.135484,3.077419,13643.1,14431.99,654.2707,5393.777,15628.23,11337.39,tiptoe,tiptoe_08_Xie.csv
3023,3.083871,3.096774,1.522581,2.867742,3.145161,3.129032,11700.3,12495.24,702.4319,5440.148,16656.24,15007.54,tiptoe,tiptoe_08_Xie.csv
3041,3.145161,3.116129,1.5,2.919355,3.132258,3.106452,16656.24,13896.84,683.3334,6288.985,15311.92,13161.0,tiptoe,tiptoe_08_Xie.csv
3058,3.13871,3.1,1.429032,2.848387,3.129032,3.116129,15957.19,12710.0,626.3103,5171.856,15007.54,13896.84,tiptoe,tiptoe_08_Xie.csv
3075,3.109677,3.109677,1.53871,2.870968,3.112903,3.151613,13397.96,13397.96,716.3736,5487.217,13643.1,17416.07,tiptoe,tiptoe_08_Xie.csv
3092,3.170968,3.106452,1.503226,2.848387,3.093548,3.070968,20151.48,13161.0,686.0323,5171.856,12287.18,10994.93,tiptoe,tiptoe_08_Xie.csv
3110,3.125806,3.145161,1.580645,2.903226,3.106452,3.087097,14714.44,16656.24,753.8461,5999.998,13161.0,11890.0,tiptoe,tiptoe_08_Xie.csv
3127,3.129032,3.1,1.63871,2.896774,3.112903,3.080645,15007.54,12710.0,808.8544,5890.878,13643.1,11516.17,tiptoe,tiptoe_08_Xie.csv
3144,3.106452,3.16129,1.648387,2.874193,3.106452,3.090322,13161.0,18688.36,818.3984,5534.999,13161.0,12085.54,tiptoe,tiptoe_08_Xie.csv
3161,3.087097,3.103226,1.616129,2.925807,3.109677,3.129032,11890.0,12931.8,787.0115,6411.554,13397.96,15007.54,tiptoe,tiptoe_08_Xie.csv
3178,3.112903,3.087097,1.606452,2.874193,3.109677,3.103226,13643.1,11890.0,777.8286,5534.999,13397.96,12931.8,tiptoe,tiptoe_08_Xie.csv
3195,3.122581,3.151613,1.625806,2.893548,3.135484,3.109677,14431.99,17416.07,796.3006,5837.618,15628.23,13397.96,tiptoe,tiptoe_08_Xie.csv
3212,3.119355,3.106452,1.583871,2.929032,3.116129,3.1,14159.64,13161.0,756.8044,6474.437,13896.84,12710.0,tiptoe,tiptoe_08_Xie.csv
3229,3.135484,3.135484,1.56129,2.880645,3.135484,3.074193,15628.23,15628.23,736.3265,5632.768,15628.23,11163.71,tiptoe,tiptoe_08_Xie.csv
3246,3.141935,3.112903,1.616129,2.880645,3.141935,3.083871,16299.58,13643.1,787.0115,5632.768,16299.58,11700.3,tiptoe,tiptoe_08_Xie.csv
3263,3.109677,3.1,1.606452,2.867742,3.141935,3.122581,13397.96,12710.0,777.8286,5440.148,16299.58,14431.99,tiptoe,tiptoe_08_Xie.csv
3280,3.154839,3.087097,1.583871,2.870968,3.141935,3.080645,17821.32,11890.0,756.8044,5487.217,16299.58,11516.17,tiptoe,tiptoe_08_Xie.csv
3297,3.116129,3.093548,1.583871,2.909677,3.151613,3.090322,13896.84,12287.18,756.8044,6112.726,17416.07,12085.54,tiptoe,tiptoe_08_Xie.csv
3314,3.103226,3.109677,1.616129,2.890322,3.116129,3.109677,12931.8,13397.96,787.0115,5785.195,13896.84,13397.96,tiptoe,tiptoe_08_Xie.csv
3332,3.1,3.090322,1.625806,2.906451,3.164516,3.13871,12710.0,12085.54,796.3006,6055.899,19152.84,15957.19,tiptoe,tiptoe_08_Xie.csv
3349,3.122581,3.154839,1.667742,2.870968,3.13871,3.119355,14431.99,17821.32,837.8261,5487.217,15957.19,14159.64,tiptoe,tiptoe_08_Xie.csv
3366,3.154839,3.112903,1.670968,2.880645,3.103226,3.116129,17821.32,13643.1,841.1089,5632.768,12931.8,13896.84,tiptoe,tiptoe_08_Xie.csv
3383,3.13871,3.135484,1.658064,2.874193,3.106452,3.090322,15957.19,15628.23,828.0551,5534.999,13161.0,12085.54,tiptoe,tiptoe_08_Xie.csv
3400,3.129032,3.106452,1.7,2.867742,3.129032,3.125806,15007.54,13161.0,871.2499,5440.148,15007.54,14714.44,tiptoe,tiptoe_08_Xie.csv
3417,3.16129,3.067742,1.696774,2.922581,3.093548,3.080645,18688.36,10830.83,867.847,6349.746,12287.18,11516.17,tiptoe,tiptoe_08_Xie.csv
3434,3.090322,3.132258,1.677419,2.916129,3.122581,3.145161,12085.54,15311.92,847.7137,6229.241,14431.99,16656.24,tiptoe,tiptoe_08_Xie.csv
3451,3.174194,3.109677,1.664516,2.893548,3.148387,3.070968,20689.25,13397.96,834.5562,5837.618,17028.07,10994.93,tiptoe,tiptoe_08_Xie.csv
3469,3.119355,3.119355,1.7,2.909677,3.112903,3.109677,14159.64,14159.64,871.2499,6112.726,13643.1,13397.96,tiptoe,tiptoe_08_Xie.csv
3486,3.135484,3.132258,1.8,2.906451,3.109677,3.122581,15628.23,15311.92,983.9999,6055.899,13397.96,14431.99,tiptoe,tiptoe_08_Xie.csv
3503,3.141935,3.16129,1.841936,2.883871,3.109677,3.116129,16299.58,18688.36,1035.885,5682.79,13397.96,13896.84,tiptoe,tiptoe_08_Xie.csv
3520,3.16129,3.112903,1.912903,2.874193,3.132258,3.132258,18688.36,13643.1,1130.837,5534.999,15311.92,15311.92,tiptoe,tiptoe_08_Xie.csv
3537,3.106452,3.109677,1.887097,2.893548,3.125806,3.112903,13161.0,13397.96,1095.205,5837.618,14714.44,13643.1,tiptoe,tiptoe_08_Xie.csv
3554,3.151613,3.145161,1.893548,2.880645,3.174194,3.109677,17416.07,16656.24,1103.991,5632.768,20689.25,13397.96,tiptoe,tiptoe_08_Xie.csv
3572,3.1,3.096774,1.912903,2.883871,3.087097,3.132258,12710.0,12495.24,1130.837,5682.79,11890.0,15311.92,tiptoe,tiptoe_08_Xie.csv
3589,3.119355,3.096774,1.819355,2.880645,3.125806,3.070968,14159.64,12495.24,1007.582,5632.768,14714.44,10994.93,tiptoe,tiptoe_08_Xie.csv
3606,3.109677,3.164516,1.883871,2.870968,3.125806,3.093548,13397.96,19152.84,1090.843,5487.217,14714.44,12287.18,tiptoe,tiptoe_08_Xie.csv
3623,3.164516,3.141935,1.848387,2.929032,3.174194,3.1,19152.84,16299.58,1044.133,6474.437,20689.25,12710.0,tiptoe,tiptoe_08_Xie.csv
3640,3.122581,3.116129,1.848387,2.874193,3.116129,3.122581,14431.99,13896.84,1044.133,5534.999,13896.84,14431.99,tiptoe,tiptoe_08_Xie.csv
3657,3.132258,3.103226,1.912903,2.909677,3.119355,3.080645,15311.92,12931.8,1130.837,6112.726,14159.64,11516.17,tiptoe,tiptoe_08_Xie.csv
3674,3.135484,3.13871,1.825806,2.874193,3.129032,3.096774,15628.23,15957.19,1015.58,5534.999,15007.54,12495.24,tiptoe,tiptoe_08_Xie.csv
3691,3.154839,3.119355,1.851613,2.932258,3.16129,3.090322,17821.32,14159.64,1048.285,6538.423,18688.36,12085.54,tiptoe,tiptoe_08_Xie.csv
3708,3.122581,3.132258,1.867742,2.870968,3.109677,3.074193,14431.99,15311.92,1069.324,5487.217,13397.96,11163.71,tiptoe,tiptoe_08_Xie.csv
3725,3.1,3.167742,1.851613,2.916129,3.13871,3.096774,12710.0,19639.98,1048.285,6229.241,15957.19,12495.24,tiptoe,tiptoe_08_Xie.csv
3742,3.103226,3.112903,1.803226,2.874193,3.145161,3.087097,12931.8,13643.1,987.8879,5534.999,16656.24,11890.0,tiptoe,tiptoe_08_Xie.csv
3759,3.170968,3.122581,1.864516,2.880645,3.122581,3.093548,20151.48,14431.99,1065.079,5632.768,14431.99,12287.18,tiptoe,tiptoe_08_Xie.csv
3777,3.1,3.158064,1.854839,2.919355,3.122581,3.080645,12710.0,18244.99,1052.455,6288.985,14431.99,11516.17,tiptoe,tiptoe_08_Xie.csv
3794,3.122581,3.151613,1.86129,2.909677,3.109677,3.070968,14431.99,17416.07,1060.852,6112.726,13397.96,10994.93,tiptoe,tiptoe_08_Xie.csv
3811,3.1,3.106452,1.745161,2.870968,3.119355,3.129032,12710.0,13161.0,920.3735,5487.217,14159.64,15007.54,tiptoe,tiptoe_08_Xie.csv
3828,3.129032,3.096774,1.806452,2.922581,3.148387,3.083871,15007.54,12495.24,991.7926,6349.746,17028.07,11700.3,tiptoe,tiptoe_08_Xie.csv
3845,3.103226,3.141935,1.729032,2.909677,3.116129,3.080645,12931.8,16299.58,902.5052,6112.726,13896.84,11516.17,tiptoe,tiptoe_08_Xie.csv
3863,3.145161,3.1,1.780645,2.896774,3.116129,3.116129,16656.24,12710.0,961.0191,5890.878,13896.84,13896.84,tiptoe,tiptoe_08_Xie.csv
3880,3.119355,3.129032,1.812903,2.870968,3.112903,3.096774,14159.64,15007.54,999.6529,5487.217,13643.1,12495.24,tiptoe,tiptoe_08_Xie.csv
3897,3.122581,3.109677,1.854839,2.919355,3.106452,3.067742,14431.99,13397.96,1052.455,6288.985,13161.0,10830.83,tiptoe,tiptoe_08_Xie.csv
3914,3.106452,3.103226,1.832258,2.912903,3.148387,3.145161,13161.0,12931.8,1023.648,6170.498,17028.07,16656.24,tiptoe,tiptoe_08_Xie.csv
3931,3.109677,3.096774,1.803226,2.893548,3.13871,3.070968,13397.96,12495.24,987.8879,5837.618,15957.19,10994.93,tiptoe,tiptoe_08_Xie.csv
3948,3.16129,3.132258,1.880645,2.870968,3.145161,3.132258,18688.36,15311.92,1086.5,5487.217,16656.24,15311.92,tiptoe,tiptoe_08_Xie.csv
3965,3.16129,3.141935,1.829032,2.9,3.16129,3.129032,18688.36,16299.58,1019.605,5944.999,18688.36,15007.54,tiptoe,tiptoe_08_Xie.csv
3982,3.116129,3.103226,1.822581,2.870968,3.116129,3.074193,13896.84,12931.8,1011.572,5487.217,13896.84,11163.71,tiptoe,tiptoe_08_Xie.csv
3999,3.112903,3.151613,1.835484,2.86129,3.16129,3.13871,13643.1,17416.07,1027.709,5348.087,18688.36,15957.19,tiptoe,tiptoe_08_Xie.csv
4017,3.1,3.112903,1.909677,2.887097,3.093548,3.070968,12710.0,13643.1,1126.311,5733.592,12287.18,10994.93,tiptoe,tiptoe_08_Xie.csv
4034,3.16129,3.151613,1.883871,2.9,3.158064,3.141935,18688.36,17416.07,1090.843,5944.999,18244.99,16299.58,tiptoe,tiptoe_08_Xie.csv
4051,3.125806,3.148387,1.890323,2.870968,3.13871,3.064516,14714.44,17028.07,1099.588,5487.217,15957.19,10671.23,tiptoe,tiptoe_08_Xie.csv
4068,3.135484,3.151613,1.909677,2.919355,3.148387,3.077419,15628.23,17416.07,1126.311,6288.985,17028.07,11337.39,tiptoe,tiptoe_08_Xie.csv
4085,3.103226,3.103226,1.851613,2.864516,3.103226,3.077419,12931.8,12931.8,1048.285,5393.777,12931.8,11337.39,tiptoe,tiptoe_08_Xie.csv
4102,3.103226,3.074193,1.9,2.870968,3.096774,3.080645,12931.8,11163.71,1112.857,5487.217,12495.24,11516.17,tiptoe,tiptoe_08_Xie.csv
4119,3.096774,3.1,1.874194,2.870968,3.103226,3.112903,12495.24,12710.0,1077.873,5487.217,12931.8,13643.1,tiptoe,tiptoe_08_Xie.csv
4136,3.167742,3.103226,1.887097,2.858064,3.119355,3.080645,19639.98,12931.8,1095.205,5303.065,14159.64,11516.17,tiptoe,tiptoe_08_Xie.csv
4154,3.106452,3.1,1.845161,2.9,3.148387,3.116129,13161.0,12710.0,1040.0,5944.999,17028.07,13896.84,tiptoe,tiptoe_08_Xie.csv
4171,3.164516,3.158064,1.867742,2.877419,3.119355,3.077419,19152.84,18244.99,1069.324,5583.51,14159.64,11337.39,tiptoe,tiptoe_08_Xie.csv
4188,3.109677,3.132258,1.9,2.874193,3.122581,3.090322,13397.96,15311.92,1112.857,5534.999,14431.99,12085.54,tiptoe,tiptoe_08_Xie.csv
4205,3.109677,3.106452,1.848387,2.887097,3.154839,3.122581,13397.96,13161.0,1044.133,5733.592,17821.32,14431.99,tiptoe,tiptoe_08_Xie.csv
4222,3.145161,3.1,1.796774,2.932258,3.122581,3.077419,16656.24,12710.0,980.1288,6538.423,14431.99,11337.39,tiptoe,tiptoe_08_Xie.csv
4239,3.096774,3.109677,1.835484,2.877419,3.129032,3.080645,12495.24,13397.96,1027.709,5583.51,15007.54,11516.17,tiptoe,tiptoe_08_Xie.csv
4256,3.1,3.090322,1.887097,2.912903,3.103226,3.096774,12710.0,12085.54,1095.205,6170.498,12931.8,12495.24,tiptoe,tiptoe_08_Xie.csv
4273,3.1,3.083871,1.832258,2.929032,3.16129,3.080645,12710.0,11700.3,1023.648,6474.437,18688.36,11516.17,tiptoe,tiptoe_08_Xie.csv
4291,3.109677,3.1,1.919355,2.919355,3.145161,3.087097,13397.96,12710.0,1139.953,6288.985,16656.24,11890.0,tiptoe,tiptoe_08_Xie.csv
4308,3.109677,3.1,1.9,2.867742,3.1,3.096774,13397.96,12710.0,1112.857,5440.148,12710.0,12495.24,tiptoe,tiptoe_08_Xie.csv
4325,3.103226,3.096774,1.929032,2.912903,3.096774,3.083871,12931.8,12495.24,1153.788,6170.498,12495.24,11700.3,tiptoe,tiptoe_08_Xie.csv
4342,3.109677,3.122581,1.887097,2.874193,3.119355,3.093548,13397.96,14431.99,1095.205,5534.999,14159.64,12287.18,tiptoe,tiptoe_08_Xie.csv
4359,3.125806,3.093548,1.880645,2.922581,3.180645,3.074193,14714.44,12287.18,1086.5,6349.746,21851.91,11163.71,tiptoe,tiptoe_08_Xie.csv
4377,3.151613,3.119355,1.790323,2.887097,3.112903,3.080645,17416.07,14159.64,972.4359,5733.592,13643.1,11516.17,tiptoe,tiptoe_08_Xie.csv
4394,3.125806,3.093548,1.696774,2.9,3.103226,3.13871,14714.44,12287.18,867.847,5944.999,12931.8,15957.19,tiptoe,tiptoe_08_Xie.csv
4411,3.1,3.135484,1.635484,2.912903,3.13871,3.129032,12710.0,15628.23,805.6977,6170.498,15957.19,15007.54,tiptoe,tiptoe_08_Xie.csv
4428,3.112903,3.090322,1.670968,2.877419,3.119355,3.122581,13643.1,12085.54,841.1089,5583.51,14159.64,14431.99,tiptoe,tiptoe_08_Xie.csv
4445,3.141935,3.103226,1.706452,2.864516,3.145161,3.13871,16299.58,12931.8,878.0971,5393.777,16656.24,15957.19,tiptoe,tiptoe_08_Xie.csv
4463,3.148387,3.125806,1.651613,2.874193,3.158064,3.106452,17028.07,14714.44,821.6047,5534.999,18244.99,13161.0,tiptoe,tiptoe_08_Xie.csv
4480,3.109677,3.103226,1.670968,2.922581,3.125806,3.083871,13397.96,12931.8,841.1089,6349.746,14714.44,11700.3,tiptoe,tiptoe_08_Xie.csv
4497,3.103226,3.135484,1.622581,2.864516,3.13871,3.074193,12931.8,15628.23,793.1923,5393.777,15957.19,11163.71,tiptoe,tiptoe_08_Xie.csv
4514,3.170968,3.077419,1.632258,2.858064,3.125806,3.125806,20151.48,11337.39,802.5532,5303.065,14714.44,14714.44,tiptoe,tiptoe_08_Xie.csv
4531,3.167742,3.080645,1.764516,2.916129,3.141935,3.109677,19639.98,11516.17,942.3109,6229.241,16299.58,13397.96,tiptoe,tiptoe_08_Xie.csv
4548,3.122581,3.145161,1.783871,2.870968,3.141935,3.093548,14431.99,16656.24,964.8085,5487.217,16299.58,12287.18,tiptoe,tiptoe_08_Xie.csv
