Time(ms),S1_Voltage,S2_Voltage,S3_Voltage,S4_Voltage,S5_Voltage,S6_Voltage,S1_Resistance,S2_Resistance,S3_Resistance,S4_Resistance,S5_Resistance,S6_Resistance,Label,FileName
8912,3.129032,3.070968,1.651613,2.893548,3.158064,3.122581,15007.54,10994.93,821.6047,5837.618,18244.99,14431.99,tiptoe,tiptoe_07_Xie.csv
8929,3.148387,3.070968,1.619355,2.896774,3.167742,3.13871,17028.07,10994.93,790.096,5890.878,19639.98,15957.19,tiptoe,tiptoe_07_Xie.csv
8946,3.119355,3.106452,1.63871,2.9,3.106452,3.087097,14159.64,13161.0,808.8544,5944.999,13161.0,11890.0,tiptoe,tiptoe_07_Xie.csv
8963,3.112903,3.070968,1.619355,2.880645,3.148387,3.106452,13643.1,10994.93,790.096,5632.768,17028.07,13161.0,tiptoe,tiptoe_07_Xie.csv
8980,3.106452,3.083871,1.641935,2.890322,3.125806,3.080645,13161.0,11700.3,812.0234,5785.195,14714.44,11516.17,tiptoe,tiptoe_07_Xie.csv
8997,3.148387,3.077419,1.641935,2.893548,3.116129,3.141935,17028.07,11337.39,812.0234,5837.618,13896.84,16299.58,tiptoe,tiptoe_07_Xie.csv
9014,3.122581,3.129032,1.670968,2.890322,3.122581,3.148387,14431.99,15007.54,841.1089,5785.195,14431.99,17028.07,tiptoe,tiptoe_07_Xie.csv
9031,3.116129,3.077419,1.66129,2.874193,3.109677,3.103226,13896.84,11337.39,831.2992,5534.999,13397.96,12931.8,tiptoe,tiptoe_07_Xie.csv
9048,3.158064,3.080645,1.654839,2.919355,3.135484,3.080645,18244.99,11516.17,824.8235,6288.985,15628.23,11516.17,tiptoe,tiptoe_07_Xie.csv
9065,3.112903,3.112903,1.632258,2.922581,3.135484,3.090322,13643.1,13643.1,802.5532,6349.746,15628.23,12085.54,tiptoe,tiptoe_07_Xie.csv
9083,3.116129,3.103226,1.609677,2.903226,3.109677,3.145161,13896.84,12931.8,780.8779,5999.998,13397.96,16656.24,tiptoe,tiptoe_07_Xie.csv
9100,3.122581,3.106452,1.641935,2.932258,3.170968,3.135484,14431.99,13161.0,812.0234,6538.423,20151.48,15628.23,tiptoe,tiptoe_07_Xie.csv
9117,3.164516,3.067742,1.635484,2.890322,3.151613,3.080645,19152.84,10830.83,805.6977,5785.195,17416.07,11516.17,tiptoe,tiptoe_07_Xie.csv
9134,3.141935,3.051613,1.648387,2.903226,3.116129,3.112903,16299.58,10074.29,818.3984,5999.998,13896.84,13643.1,tiptoe,tiptoe_07_Xie.csv
9151,3.125806,3.074193,1.622581,2.922581,3.122581,3.083871,14714.44,11163.71,793.1923,6349.746,14431.99,11700.3,tiptoe,tiptoe_07_Xie.csv
9168,3.109677,3.119355,1.63871,2.912903,3.170968,3.103226,13397.96,14159.64,808.8544,6170.498,20151.48,12931.8,tiptoe,tiptoe_07_Xie.csv
9185,3.112903,3.074193,1.635484,2.874193,3.1,3.132258,13643.1,11163.71,805.6977,5534.999,12710.0,15311.92,tiptoe,tiptoe_07_Xie.csv
9203,3.119355,3.109677,1.629032,2.912903,3.125806,3.096774,14159.64,13397.96,799.4209,6170.498,14714.44,12495.24,tiptoe,tiptoe_07_Xie.csv
9220,3.164516,3.06129,1.622581,2.883871,3.16129,3.141935,19152.84,10515.95,793.1923,5682.79,18688.36,16299.58,tiptoe,tiptoe_07_Xie.csv
9237,3.119355,3.093548,1.622581,2.906451,3.132258,3.112903,14159.64,12287.18,793.1923,6055.899,15311.92,13643.1,tiptoe,tiptoe_07_Xie.csv
9254,3.122581,3.054839,1.632258,2.9,3.170968,3.096774,14431.99,10217.63,802.5532,5944.999,20151.48,12495.24,tiptoe,tiptoe_07_Xie.csv
9271,3.087097,3.119355,1.635484,2.929032,3.174194,3.080645,11890.0,14159.64,805.6977,6474.437,20689.25,11516.17,tiptoe,tiptoe_07_Xie.csv
9288,3.103226,3.074193,1.641935,2.945161,3.103226,3.1,12931.8,11163.71,812.0234,6806.002,12931.8,12710.0,tiptoe,tiptoe_07_Xie.csv
9305,3.109677,3.080645,1.632258,2.877419,3.112903,3.077419,13397.96,11516.17,802.5532,5583.51,13643.1,11337.39,tiptoe,tiptoe_07_Xie.csv
9322,3.145161,3.103226,1.651613,2.890322,3.154839,3.135484,16656.24,12931.8,821.6047,5785.195,17821.32,15628.23,tiptoe,tiptoe_07_Xie.csv
9340,3.112903,3.103226,1.664516,2.883871,3.145161,3.122581,13643.1,12931.8,834.5562,5682.79,16656.24,14431.99,tiptoe,tiptoe_07_Xie.csv
9357,3.093548,3.106452,1.651613,2.929032,3.135484,3.087097,12287.18,13161.0,821.6047,6474.437,15628.23,11890.0,tiptoe,tiptoe_07_Xie.csv
9374,3.1,3.103226,1.645161,2.932258,3.132258,3.096774,12710.0,12931.8,815.2047,6538.423,15311.92,12495.24,tiptoe,tiptoe_07_Xie.csv
9391,3.16129,3.064516,1.645161,2.922581,3.148387,3.070968,18688.36,10671.23,815.2047,6349.746,17028.07,10994.93,tiptoe,tiptoe_07_Xie.csv
9408,3.116129,3.087097,1.664516,2.941936,3.129032,3.129032,13896.84,11890.0,834.5562,6737.299,15007.54,15007.54,tiptoe,tiptoe_07_Xie.csv
9425,3.141935,3.070968,1.658064,2.929032,3.106452,3.106452,16299.58,10994.93,828.0551,6474.437,13161.0,13161.0,tiptoe,tiptoe_07_Xie.csv
9442,3.132258,3.125806,1.635484,2.874193,3.13871,3.141935,15311.92,14714.44,805.6977,5534.999,15957.19,16299.58,tiptoe,tiptoe_07_Xie.csv
9459,3.132258,3.087097,1.635484,2.890322,3.132258,3.080645,15311.92,11890.0,805.6977,5785.195,15311.92,11516.17,tiptoe,tiptoe_07_Xie.csv
9477,3.087097,3.077419,1.635484,2.887097,3.119355,3.080645,11890.0,11337.39,805.6977,5733.592,14159.64,11516.17,tiptoe,tiptoe_07_Xie.csv
9494,3.116129,3.093548,1.677419,2.883871,3.148387,3.13871,13896.84,12287.18,847.7137,5682.79,17028.07,15957.19,tiptoe,tiptoe_07_Xie.csv
9511,3.174194,3.132258,1.632258,2.883871,3.177419,3.087097,20689.25,15311.92,802.5532,5682.79,21255.28,11890.0,tiptoe,tiptoe_07_Xie.csv
9528,3.13871,3.116129,1.632258,2.932258,3.109677,3.074193,15957.19,13896.84,802.5532,6538.423,13397.96,11163.71,tiptoe,tiptoe_07_Xie.csv
9545,3.151613,3.074193,1.658064,2.877419,3.112903,3.106452,17416.07,11163.71,828.0551,5583.51,13643.1,13161.0,tiptoe,tiptoe_07_Xie.csv
9562,3.135484,3.096774,1.632258,2.870968,3.116129,3.083871,15628.23,12495.24,802.5532,5487.217,13896.84,11700.3,tiptoe,tiptoe_07_Xie.csv
9579,3.125806,3.103226,1.654839,2.909677,3.125806,3.13871,14714.44,12931.8,824.8235,6112.726,14714.44,15957.19,tiptoe,tiptoe_07_Xie.csv
9596,3.119355,3.054839,1.651613,2.951613,3.167742,3.1,14159.64,10217.63,821.6047,6947.224,19639.98,12710.0,tiptoe,tiptoe_07_Xie.csv
9613,3.158064,3.090322,1.641935,2.945161,3.170968,3.083871,18244.99,12085.54,812.0234,6806.002,20151.48,11700.3,tiptoe,tiptoe_07_Xie.csv
9630,3.145161,3.077419,1.648387,2.877419,3.13871,3.083871,16656.24,11337.39,818.3984,5583.51,15957.19,11700.3,tiptoe,tiptoe_07_Xie.csv
9647,3.170968,3.070968,1.667742,2.883871,3.129032,3.080645,20151.48,10994.93,837.8261,5682.79,15007.54,11516.17,tiptoe,tiptoe_07_Xie.csv
9664,3.1,3.122581,1.648387,2.883871,3.145161,3.109677,12710.0,14431.99,818.3984,5682.79,16656.24,13397.96,tiptoe,tiptoe_07_Xie.csv
9681,3.145161,3.122581,1.654839,2.909677,3.158064,3.080645,16656.24,14431.99,824.8235,6112.726,18244.99,11516.17,tiptoe,tiptoe_07_Xie.csv
9699,3.119355,3.083871,1.651613,2.890322,3.164516,3.106452,14159.64,11700.3,821.6047,5785.195,19152.84,13161.0,tiptoe,tiptoe_07_Xie.csv
9716,3.112903,3.116129,1.66129,2.93871,3.112903,3.119355,13643.1,13896.84,831.2992,6669.824,13643.1,14159.64,tiptoe,tiptoe_07_Xie.csv
9733,3.119355,3.087097,1.651613,2.893548,3.109677,3.090322,14159.64,11890.0,821.6047,5837.618,13397.96,12085.54,tiptoe,tiptoe_07_Xie.csv
9750,3.109677,3.070968,1.677419,2.890322,3.132258,3.090322,13397.96,10994.93,847.7137,5785.195,15311.92,12085.54,tiptoe,tiptoe_07_Xie.csv
9767,3.103226,3.119355,1.658064,2.929032,3.096774,3.106452,12931.8,14159.64,828.0551,6474.437,12495.24,13161.0,tiptoe,tiptoe_07_Xie.csv
9784,3.1,3.077419,1.674194,2.896774,3.13871,3.122581,12710.0,11337.39,844.4048,5890.878,15957.19,14431.99,tiptoe,tiptoe_07_Xie.csv
9801,3.093548,3.058064,1.654839,2.912903,3.116129,3.103226,12287.18,10364.8,824.8235,6170.498,13896.84,12931.8,tiptoe,tiptoe_07_Xie.csv
9818,3.151613,3.070968,1.670968,2.893548,3.103226,3.096774,17416.07,10994.93,841.1089,5837.618,12931.8,12495.24,tiptoe,tiptoe_07_Xie.csv
9835,3.1,3.112903,1.66129,2.903226,3.125806,3.154839,12710.0,13643.1,831.2992,5999.998,14714.44,17821.32,tiptoe,tiptoe_07_Xie.csv
9852,3.106452,3.080645,1.658064,2.880645,3.13871,3.103226,13161.0,11516.17,828.0551,5632.768,15957.19,12931.8,tiptoe,tiptoe_07_Xie.csv
9870,3.122581,3.129032,1.677419,2.867742,3.164516,3.087097,14431.99,15007.54,847.7137,5440.148,19152.84,11890.0,tiptoe,tiptoe_07_Xie.csv
9887,3.109677,3.067742,1.654839,2.890322,3.16129,3.109677,13397.96,10830.83,824.8235,5785.195,18688.36,13397.96,tiptoe,tiptoe_07_Xie.csv
9904,3.119355,3.119355,1.683871,2.916129,3.112903,3.122581,14159.64,14159.64,854.3712,6229.241,13643.1,14431.99,tiptoe,tiptoe_07_Xie.csv
9921,3.148387,3.06129,1.7,2.887097,3.122581,3.093548,17028.07,10515.95,871.2499,5733.592,14431.99,12287.18,tiptoe,tiptoe_07_Xie.csv
9938,3.096774,3.064516,1.716129,2.912903,3.096774,3.13871,12495.24,10671.23,888.4725,6170.498,12495.24,15957.19,tiptoe,tiptoe_07_Xie.csv
9955,3.103226,3.06129,1.687097,2.922581,3.154839,3.096774,12931.8,10515.95,857.72,6349.746,17821.32,12495.24,tiptoe,tiptoe_07_Xie.csv
9972,3.093548,3.087097,1.712903,2.877419,3.096774,3.070968,12287.18,11890.0,884.9999,5583.51,12495.24,10994.93,tiptoe,tiptoe_07_Xie.csv
9989,3.116129,3.090322,1.696774,2.880645,3.16129,3.080645,13896.84,12085.54,867.847,5632.768,18688.36,11516.17,tiptoe,tiptoe_07_Xie.csv
0,3.109677,3.141935,3.087097,2.841935,3.112903,2.964516,13397.96,16299.58,11890.0,5087.464,13643.1,7245.964,tiptoe,tiptoe_08_Xie.csv
17,3.090322,3.1,3.158064,2.890322,3.103226,2.977419,12085.54,12710.0,18244.99,5785.195,12931.8,7568.602,tiptoe,tiptoe_08_Xie.csv
34,3.090322,3.13871,3.103226,2.832258,3.112903,2.964516,12085.54,15957.19,12931.8,4965.241,13643.1,7245.964,tiptoe,tiptoe_08_Xie.csv
51,3.077419,3.106452,3.129032,2.880645,3.096774,3.025806,11337.39,13161.0,15007.54,5632.768,12495.24,9048.941,tiptoe,tiptoe_08_Xie.csv
68,3.077419,3.122581,3.090322,2.883871,3.132258,3.029032,11337.39,14431.99,12085.54,5682.79,15311.92,9166.429,tiptoe,tiptoe_08_Xie.csv
85,3.13871,3.083871,3.16129,2.887097,3.154839,3.022581,15957.19,11700.3,18688.36,5733.592,17821.32,8934.187,tiptoe,tiptoe_08_Xie.csv
102,3.122581,3.106452,3.129032,2.825806,3.122581,2.974194,14431.99,13161.0,15007.54,4886.53,14431.99,7485.546,tiptoe,tiptoe_08_Xie.csv
118,3.122581,3.106452,3.093548,2.864516,3.093548,2.964516,14431.99,13161.0,12287.18,5393.777,12287.18,7245.964,tiptoe,tiptoe_08_Xie.csv
135,3.103226,3.119355,3.125806,2.880645,3.103226,2.977419,12931.8,14159.64,14714.44,5632.768,12931.8,7568.602,tiptoe,tiptoe_08_Xie.csv
152,3.093548,3.135484,3.096774,2.835484,3.090322,3.009677,12287.18,15628.23,12495.24,5005.416,12085.54,8500.668,tiptoe,tiptoe_08_Xie.csv
169,3.096774,3.1,3.141935,2.832258,3.125806,3.006452,12495.24,12710.0,16299.58,4965.241,14714.44,8398.242,tiptoe,tiptoe_08_Xie.csv
186,3.141935,3.125806,3.083871,2.854839,3.109677,2.974194,16299.58,14714.44,11700.3,5258.695,13397.96,7485.546,tiptoe,tiptoe_08_Xie.csv
203,3.070968,3.109677,3.135484,2.896774,3.154839,2.964516,10994.93,13397.96,15628.23,5890.878,17821.32,7245.964,tiptoe,tiptoe_08_Xie.csv
220,3.158064,3.158064,3.090322,2.887097,3.093548,3.016129,18244.99,18244.99,12085.54,5733.592,12287.18,8712.501,tiptoe,tiptoe_08_Xie.csv
237,3.132258,3.132258,3.151613,2.83871,3.116129,2.967742,15311.92,15311.92,17416.07,5046.153,13896.84,7324.274,tiptoe,tiptoe_08_Xie.csv
253,3.141935,3.145161,3.125806,2.9,3.093548,2.948387,16299.58,16656.24,14714.44,5944.999,12287.18,6875.965,tiptoe,tiptoe_08_Xie.csv
270,3.112903,3.1,3.087097,2.887097,3.087097,3.016129,13643.1,12710.0,11890.0,5733.592,11890.0,8712.501,tiptoe,tiptoe_08_Xie.csv
287,3.141935,3.112903,3.093548,2.851613,3.093548,3.003226,16299.58,13643.1,12287.18,5214.963,12287.18,8298.045,tiptoe,tiptoe_08_Xie.csv
304,3.154839,3.109677,3.093548,2.86129,3.112903,2.970968,17821.32,13397.96,12287.18,5348.087,13643.1,7404.12,tiptoe,tiptoe_08_Xie.csv
321,3.116129,3.093548,3.119355,2.854839,3.141935,2.970968,13896.84,12287.18,14159.64,5258.695,16299.58,7404.12,tiptoe,tiptoe_08_Xie.csv
338,3.096774,3.125806,3.13871,2.841935,3.109677,2.974194,12495.24,14714.44,15957.19,5087.464,13397.96,7485.546,tiptoe,tiptoe_08_Xie.csv
354,3.103226,3.129032,3.129032,2.841935,3.090322,3.077419,12931.8,15007.54,15007.54,5087.464,12085.54,11337.39,tiptoe,tiptoe_08_Xie.csv
371,3.096774,3.122581,3.090322,2.832258,3.112903,3.032258,12495.24,14431.99,12085.54,4965.241,13643.1,9286.748,tiptoe,tiptoe_08_Xie.csv
388,3.116129,3.087097,3.16129,2.883871,3.125806,3.054839,13896.84,11890.0,18688.36,5682.79,14714.44,10217.63,tiptoe,tiptoe_08_Xie.csv
405,3.103226,3.135484,3.129032,2.867742,3.090322,3.045161,12931.8,15628.23,15007.54,5440.148,12085.54,9798.481,tiptoe,tiptoe_08_Xie.csv
422,3.109677,3.090322,3.112903,2.870968,3.106452,3.109677,13397.96,12085.54,13643.1,5487.217,13161.0,13397.96,tiptoe,tiptoe_08_Xie.csv
439,3.132258,3.1,3.1,2.86129,3.1,3.051613,15311.92,12710.0,12710.0,5348.087,12710.0,10074.29,tiptoe,tiptoe_08_Xie.csv
456,3.093548,3.112903,3.135484,2.9,3.148387,3.093548,12287.18,13643.1,15628.23,5944.999,17028.07,12287.18,tiptoe,tiptoe_08_Xie.csv
472,3.148387,3.135484,3.119355,2.83871,3.141935,3.054839,17028.07,15628.23,14159.64,5046.153,16299.58,10217.63,tiptoe,tiptoe_08_Xie.csv
489,3.083871,3.087097,3.087097,2.851613,3.13871,3.080645,11700.3,11890.0,11890.0,5214.963,15957.19,11516.17,tiptoe,tiptoe_08_Xie.csv
506,3.103226,3.125806,3.151613,2.858064,3.132258,3.070968,12931.8,14714.44,17416.07,5303.065,15311.92,10994.93,tiptoe,tiptoe_08_Xie.csv
523,3.135484,3.103226,3.129032,2.893548,3.090322,3.109677,15628.23,12931.8,15007.54,5837.618,12085.54,13397.96,tiptoe,tiptoe_08_Xie.csv
540,3.077419,3.103226,3.109677,2.86129,3.093548,3.064516,11337.39,12931.8,13397.96,5348.087,12287.18,10671.23,tiptoe,tiptoe_08_Xie.csv
557,3.135484,3.132258,3.145161,2.86129,3.116129,3.070968,15628.23,15311.92,16656.24,5348.087,13896.84,10994.93,tiptoe,tiptoe_08_Xie.csv
574,3.145161,3.116129,3.16129,2.86129,3.116129,3.058064,16656.24,13896.84,18688.36,5348.087,13896.84,10364.8,tiptoe,tiptoe_08_Xie.csv
591,3.090322,3.096774,3.132258,2.890322,3.103226,3.116129,12085.54,12495.24,15311.92,5785.195,12931.8,13896.84,tiptoe,tiptoe_08_Xie.csv
608,3.125806,3.106452,3.093548,2.845161,3.093548,3.080645,14714.44,13161.0,12287.18,5129.361,12287.18,11516.17,tiptoe,tiptoe_08_Xie.csv
625,3.125806,3.135484,3.093548,2.887097,3.1,3.051613,14714.44,15628.23,12287.18,5733.592,12710.0,10074.29,tiptoe,tiptoe_08_Xie.csv
641,3.080645,3.112903,3.13871,2.86129,3.1,3.06129,11516.17,13643.1,15957.19,5348.087,12710.0,10515.95,tiptoe,tiptoe_08_Xie.csv
658,3.087097,3.116129,3.13871,2.887097,3.119355,3.051613,11890.0,13896.84,15957.19,5733.592,14159.64,10074.29,tiptoe,tiptoe_08_Xie.csv
675,3.1,3.148387,3.096774,2.877419,3.145161,3.096774,12710.0,17028.07,12495.24,5583.51,16656.24,12495.24,tiptoe,tiptoe_08_Xie.csv
692,3.141935,3.080645,3.083871,2.877419,3.122581,3.070968,16299.58,11516.17,11700.3,5583.51,14431.99,10994.93,tiptoe,tiptoe_08_Xie.csv
709,3.096774,3.090322,3.125806,2.851613,3.096774,3.070968,12495.24,12085.54,14714.44,5214.963,12495.24,10994.93,tiptoe,tiptoe_08_Xie.csv
726,3.093548,3.116129,3.1,2.874193,3.087097,3.03871,12287.18,13896.84,12710.0,5534.999,11890.0,9536.297,tiptoe,tiptoe_08_Xie.csv
743,3.080645,3.129032,3.148387,2.867742,3.13871,3.074193,11516.17,15007.54,17028.07,5440.148,15957.19,11163.71,tiptoe,tiptoe_08_Xie.csv
759,3.13871,3.125806,3.1,2.845161,3.109677,2.954839,15957.19,14714.44,12710.0,5129.361,13397.96,7019.815,tiptoe,tiptoe_08_Xie.csv
776,3.116129,3.109677,3.119355,2.848387,3.154839,2.983871,13896.84,13397.96,14159.64,5171.856,17821.32,7739.797,tiptoe,tiptoe_08_Xie.csv
793,3.096774,3.080645,3.1,2.867742,3.119355,2.996774,12495.24,11516.17,12710.0,5440.148,14159.64,8104.044,tiptoe,tiptoe_08_Xie.csv
810,3.1,3.077419,3.1,2.893548,3.135484,2.974194,12710.0,11337.39,12710.0,5837.618,15628.23,7485.546,tiptoe,tiptoe_08_Xie.csv
827,3.132258,3.106452,3.090322,2.86129,3.164516,3.029032,15311.92,13161.0,12085.54,5348.087,19152.84,9166.429,tiptoe,tiptoe_08_Xie.csv
844,3.112903,3.135484,3.077419,2.835484,3.13871,2.954839,13643.1,15628.23,11337.39,5005.416,15957.19,7019.815,tiptoe,tiptoe_08_Xie.csv
861,3.1,3.13871,3.13871,2.877419,3.103226,2.996774,12710.0,15957.19,15957.19,5583.51,12931.8,8104.044,tiptoe,tiptoe_08_Xie.csv
878,3.1,3.1,3.1,2.858064,3.090322,2.977419,12710.0,12710.0,12710.0,5303.065,12085.54,7568.602,tiptoe,tiptoe_08_Xie.csv
895,3.080645,3.1,3.090322,2.832258,3.106452,2.983871,11516.17,12710.0,12085.54,4965.241,13161.0,7739.797,tiptoe,tiptoe_08_Xie.csv
911,3.106452,3.1,3.106452,2.86129,3.125806,3.022581,13161.0,12710.0,13161.0,5348.087,14714.44,8934.187,tiptoe,tiptoe_08_Xie.csv
928,3.129032,3.093548,3.093548,2.858064,3.122581,2.996774,15007.54,12287.18,12287.18,5303.065,14431.99,8104.044,tiptoe,tiptoe_08_Xie.csv
945,3.119355,3.096774,3.141935,2.890322,3.112903,3.006452,14159.64,12495.24,16299.58,5785.195,13643.1,8398.242,tiptoe,tiptoe_08_Xie.csv
962,3.13871,3.093548,3.090322,2.893548,3.080645,2.970968,15957.19,12287.18,12085.54,5837.618,11516.17,7404.12,tiptoe,tiptoe_08_Xie.csv
979,3.122581,3.158064,3.132258,2.841935,3.151613,3.006452,14431.99,18244.99,15311.92,5087.464,17416.07,8398.242,tiptoe,tiptoe_08_Xie.csv
996,3.116129,3.106452,3.106452,2.870968,3.080645,3.006452,13896.84,13161.0,13161.0,5487.217,11516.17,8398.242,tiptoe,tiptoe_08_Xie.csv
1013,3.151613,3.112903,3.116129,2.848387,3.096774,3.029032,17416.07,13643.1,13896.84,5171.856,12495.24,9166.429,tiptoe,tiptoe_08_Xie.csv
1030,3.077419,3.122581,3.093548,2.874193,3.145161,3.064516,11337.39,14431.99,12287.18,5534.999,16656.24,10671.23,tiptoe,tiptoe_08_Xie.csv
1046,3.106452,3.158064,3.164516,2.867742,3.109677,3.048387,13161.0,18244.99,19152.84,5440.148,13397.96,9934.615,tiptoe,tiptoe_08_Xie.csv
1063,3.087097,3.151613,3.090322,2.893548,3.093548,3.090322,11890.0,17416.07,12085.54,5837.618,12287.18,12085.54,tiptoe,tiptoe_08_Xie.csv
1080,3.083871,3.096774,3.093548,2.858064,3.125806,3.048387,11700.3,12495.24,12287.18,5303.065,14714.44,9934.615,tiptoe,tiptoe_08_Xie.csv
1097,3.122581,3.148387,3.109677,2.874193,3.122581,3.1,14431.99,17028.07,13397.96,5534.999,14431.99,12710.0,tiptoe,tiptoe_08_Xie.csv
1114,3.1,3.129032,3.135484,2.870968,3.106452,3.041935,12710.0,15007.54,15628.23,5487.217,13161.0,9665.75,tiptoe,tiptoe_08_Xie.csv
1131,3.093548,3.103226,3.1,2.903226,3.148387,3.048387,12287.18,12931.8,12710.0,5999.998,17028.07,9934.615,tiptoe,tiptoe_08_Xie.csv
1148,3.145161,3.151613,3.112903,2.867742,3.148387,3.067742,16656.24,17416.07,13643.1,5440.148,17028.07,10830.83,tiptoe,tiptoe_08_Xie.csv
1165,3.145161,3.13871,3.13871,2.83871,3.103226,3.116129,16656.24,15957.19,15957.19,5046.153,12931.8,13896.84,tiptoe,tiptoe_08_Xie.csv
1182,3.119355,3.096774,3.116129,2.864516,3.112903,3.135484,14159.64,12495.24,13896.84,5393.777,13643.1,15628.23,tiptoe,tiptoe_08_Xie.csv
1198,3.145161,3.116129,3.083871,2.903226,3.103226,3.070968,16656.24,13896.84,11700.3,5999.998,12931.8,10994.93,tiptoe,tiptoe_08_Xie.csv
1215,3.148387,3.093548,3.090322,2.858064,3.1,3.067742,17028.07,12287.18,12085.54,5303.065,12710.0,10830.83,tiptoe,tiptoe_08_Xie.csv
1232,3.077419,3.141935,3.154839,2.9,3.158064,3.054839,11337.39,16299.58,17821.32,5944.999,18244.99,10217.63,tiptoe,tiptoe_08_Xie.csv
1249,3.125806,3.083871,3.164516,2.874193,3.093548,3.119355,14714.44,11700.3,19152.84,5534.999,12287.18,14159.64,tiptoe,tiptoe_08_Xie.csv
1266,3.090322,3.109677,3.093548,2.906451,3.148387,3.058064,12085.54,13397.96,12287.18,6055.899,17028.07,10364.8,tiptoe,tiptoe_08_Xie.csv
1283,3.116129,3.096774,3.132258,2.890322,3.083871,3.074193,13896.84,12495.24,15311.92,5785.195,11700.3,11163.71,tiptoe,tiptoe_08_Xie.csv
1300,3.1,3.093548,3.106452,2.848387,3.125806,3.122581,12710.0,12287.18,13161.0,5171.856,14714.44,14431.99,tiptoe,tiptoe_08_Xie.csv
1317,3.103226,3.151613,3.154839,2.887097,3.154839,3.051613,12931.8,17416.07,17821.32,5733.592,17821.32,10074.29,tiptoe,tiptoe_08_Xie.csv
1334,3.096774,3.1,3.090322,2.854839,3.096774,3.051613,12495.24,12710.0,12085.54,5258.695,12495.24,10074.29,tiptoe,tiptoe_08_Xie.csv
1351,3.116129,3.1,3.154839,2.883871,3.103226,3.083871,13896.84,12710.0,17821.32,5682.79,12931.8,11700.3,tiptoe,tiptoe_08_Xie.csv
1367,3.077419,3.109677,3.1,2.887097,3.145161,3.067742,11337.39,13397.96,12710.0,5733.592,16656.24,10830.83,tiptoe,tiptoe_08_Xie.csv
1384,3.129032,3.122581,3.119355,2.854839,3.116129,3.125806,15007.54,14431.99,14159.64,5258.695,13896.84,14714.44,tiptoe,tiptoe_08_Xie.csv
1401,3.122581,3.154839,3.096774,2.912903,3.158064,3.077419,14431.99,17821.32,12495.24,6170.498,18244.99,11337.39,tiptoe,tiptoe_08_Xie.csv
1418,3.067742,3.096774,3.1,2.870968,3.129032,3.06129,10830.83,12495.24,12710.0,5487.217,15007.54,10515.95,tiptoe,tiptoe_08_Xie.csv
1435,3.125806,3.080645,3.087097,2.848387,3.116129,3.093548,14714.44,11516.17,11890.0,5171.856,13896.84,12287.18,tiptoe,tiptoe_08_Xie.csv
1452,3.090322,3.093548,3.154839,2.854839,3.096774,3.067742,12085.54,12287.18,17821.32,5258.695,12495.24,10830.83,tiptoe,tiptoe_08_Xie.csv
1469,3.070968,3.135484,3.148387,2.870968,3.141935,3.051613,10994.93,15628.23,17028.07,5487.217,16299.58,10074.29,tiptoe,tiptoe_08_Xie.csv
1486,3.106452,3.090322,3.145161,2.912903,3.141935,3.070968,13161.0,12085.54,16656.24,6170.498,16299.58,10994.93,tiptoe,tiptoe_08_Xie.csv
1503,3.109677,3.125806,3.106452,2.86129,3.103226,3.109677,13397.96,14714.44,13161.0,5348.087,12931.8,13397.96,tiptoe,tiptoe_08_Xie.csv
1519,3.13871,3.154839,3.1,2.851613,3.083871,3.070968,15957.19,17821.32,12710.0,5214.963,11700.3,10994.93,tiptoe,tiptoe_08_Xie.csv
1536,3.1,3.087097,3.112903,2.912903,3.122581,3.090322,12710.0,11890.0,13643.1,6170.498,14431.99,12085.54,tiptoe,tiptoe_08_Xie.csv
1553,3.080645,3.145161,3.103226,2.877419,3.087097,3.054839,11516.17,16656.24,12931.8,5583.51,11890.0,10217.63,tiptoe,tiptoe_08_Xie.csv
1570,3.087097,3.112903,3.125806,2.86129,3.103226,3.125806,11890.0,13643.1,14714.44,5348.087,12931.8,14714.44,tiptoe,tiptoe_08_Xie.csv
1587,3.070968,3.103226,3.119355,2.854839,3.090322,3.129032,10994.93,12931.8,14159.64,5258.695,12085.54,15007.54,tiptoe,tiptoe_08_Xie.csv
1604,3.103226,3.13871,3.083871,2.870968,3.096774,3.125806,12931.8,15957.19,11700.3,5487.217,12495.24,14714.44,tiptoe,tiptoe_08_Xie.csv
1621,3.090322,3.106452,3.13871,2.848387,3.093548,3.054839,12085.54,13161.0,15957.19,5171.856,12287.18,10217.63,tiptoe,tiptoe_08_Xie.csv
1637,3.112903,3.154839,3.13871,2.893548,3.13871,3.06129,13643.1,17821.32,15957.19,5837.618,15957.19,10515.95,tiptoe,tiptoe_08_Xie.csv
1654,3.090322,3.106452,3.125806,2.877419,3.106452,3.132258,12085.54,13161.0,14714.44,5583.51,13161.0,15311.92,tiptoe,tiptoe_08_Xie.csv
1671,3.116129,3.067742,3.096774,2.9,3.106452,3.067742,13896.84,10830.83,12495.24,5944.999,13161.0,10830.83,tiptoe,tiptoe_08_Xie.csv
1688,3.083871,3.122581,3.116129,2.848387,3.1,3.083871,11700.3,14431.99,13896.84,5171.856,12710.0,11700.3,tiptoe,tiptoe_08_Xie.csv
1705,3.145161,3.109677,3.103226,2.883871,3.151613,3.074193,16656.24,13397.96,12931.8,5682.79,17416.07,11163.71,tiptoe,tiptoe_08_Xie.csv
